Column1,player,position,foot,league,Squad_Rnk,nationality,value,age,height,pens_made,pens_att,cards_yellow,cards_red,minutes_90s,npxg_per_shot,npxg_net,assisted_shots,crosses_into_penalty_area,through_balls,crosses,throw_ins,sca,sca_dribbles,sca_shots,sca_fouled,gca_shots,gca_fouled,gca_og_for,fouls,fouled,offsides,interceptions,clearances,errors,carry_progressive_distance,own_goals,pens_won,pens_conceded,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,shots_total_per90,shots_on_target_per90,sca_per90,gca_per90,aerials_won,aerials_lost,aerials_won_pct,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_long,passes_long,passes_pct_long,passes_into_final_third,passes_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,passes_pressure,passes_switches,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca_passes_live,sca_passes_dead,gca_passes_live,gca_passes_dead,blocked_passes,passes_received,passes_received_pct,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribble_tackles_pct,gca_dribbles,dribbles_vs,dribbled_past,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,jerarquico,aglo,dbs
518,Jasper Cillessen,0,1,3,9,0,14000000,30,187,0,0,1,0,23.3,0.0,0.0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,1117,0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.04,0,0,0.0,474,759,62.5,14585,9804,111,113,98.2,178,459,38.8,2,0,0,495,264,57,78,21,307,43,409,75,509,0,134,7,40,1,2,2,1,1,0,0,288,99.3,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0.0,0,1,1,100.0,1,0,0,0,0,0,806,748,803,4,0,0,547,4,0,0
2283,Alexander Schwolow,0,1,5,8,1,7000000,27,190,0,0,0,0,23.2,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,1,1318,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0,0,0.0,668,979,68.2,21648,13304,91,91,100.0,266,572,46.5,10,0,0,673,306,57,97,20,455,51,473,131,699,1,116,2,23,3,3,1,1,0,0,2,513,99.8,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,2,0,0,1058,927,1054,4,0,0,756,4,0,0
1662,Ă‰der MilitĂŁo,1,1,3,1,0,36000000,21,186,0,0,3,0,11.4,0.02,-0.1,1,1,1,1,20,4,0,0,0,0,0,0,18,15,2,14,56,1,1324,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.26,0.09,0.35,0.0,39,10,79.6,599,683,87.7,13131,3401,162,176,92.0,111,146,76.0,20,3,19,645,38,18,51,23,516,65,102,44,569,31,4,2,9,1,8,4,0,0,0,7,543,97.8,0,0,0,0,23,14,14,9,0,5,50.0,0,10,5,1,2,50.0,1,101,34,33.7,57,42,2,14,7,0,803,121,447,368,27,4,767,4,0,0
1319,Emil Krafth,1,1,3,13,0,4000000,24,184,0,0,0,0,11.3,0.07,-0.3,1,2,0,11,68,4,0,0,0,0,0,0,4,7,0,6,40,0,807,0,0,0,0.0,0.09,0.09,0.0,0.09,0.02,0.03,0.06,0.02,0.06,0.35,0.0,0.35,0.09,10,8,55.6,316,433,73.0,5635,2664,150,168,89.3,28,63,44.4,22,3,27,358,75,7,51,8,243,73,117,21,316,20,2,3,5,11,21,4,0,1,0,11,286,92.0,0,0,0,0,20,12,16,2,2,6,28.6,0,21,15,6,6,100.0,6,134,40,29.9,85,36,13,20,9,0,540,55,247,217,109,15,465,4,0,0
2651,Julian Weigl,3,1,5,2,1,18000000,23,186,0,0,4,0,11.3,0.03,0.7,4,0,1,0,1,9,0,1,0,0,0,0,8,10,0,11,25,0,1758,0,0,0,0.09,0.0,0.09,0.09,0.09,0.02,0.03,0.06,0.02,0.06,0.79,0.26,0.79,0.09,12,6,66.7,753,824,91.4,16680,3337,213,229,93.0,158,183,86.3,52,5,35,807,17,16,117,38,644,108,72,87,710,15,1,0,12,8,11,7,1,0,1,9,723,96.5,0,0,0,0,21,12,14,5,2,11,45.8,0,24,13,6,8,75.0,6,176,55,31.3,59,91,26,9,0,0,923,62,293,571,111,9,910,4,0,0
1397,Thomas Lemar,3,3,3,3,0,24000000,23,171,0,0,2,0,10.3,0.05,-0.5,6,2,1,9,5,20,2,3,0,0,0,0,7,11,0,5,3,0,1460,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,1.07,0.29,1.95,0.1,9,8,52.9,319,405,78.8,5903,1759,147,170,86.5,42,70,60.0,29,10,47,369,36,9,72,20,284,48,73,313,66,14,0,1,6,9,13,10,4,1,0,18,353,84.0,19,8,8,2,12,9,5,5,2,4,33.3,0,12,8,21,38,55.3,23,196,48,24.5,66,97,33,18,0,0,524,7,68,301,205,11,486,4,0,0
581,Alessio Cragno,0,1,5,14,1,16000000,25,184,0,0,1,0,16.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,754,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0,0,0.0,305,475,64.2,9238,6113,77,78,98.7,126,292,43.2,4,1,0,261,214,57,15,11,198,23,254,40,347,0,67,2,13,1,1,1,0,0,0,0,144,99.3,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,528,481,526,3,0,0,317,4,0,0
1357,LoĂŻck Landre,1,1,1,18,1,1000000,27,182,0,0,2,0,10.3,0.18,0.1,2,0,0,0,1,5,0,1,0,0,0,0,12,12,1,10,51,0,986,0,0,0,0.1,0.0,0.1,0.1,0.1,0.09,0.01,0.09,0.09,0.09,0.48,0.19,0.48,0.1,11,6,64.7,304,389,78.1,6698,1947,81,94,86.2,62,111,55.9,22,1,15,372,17,16,36,15,265,40,84,61,303,19,2,1,11,4,5,3,0,1,0,10,282,96.9,0,0,0,0,17,10,14,3,0,9,60.0,0,15,6,0,0,0.0,0,79,23,29.1,51,21,7,19,9,1,491,63,288,219,13,3,478,4,0,0
564,Rober Correa,1,1,3,14,1,600,26,180,0,0,3,0,10.3,0.03,-0.2,6,3,0,18,133,16,1,1,2,0,0,0,15,10,0,5,49,0,778,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,0.48,0.19,1.55,0.0,33,24,57.9,381,513,74.3,7041,2947,161,188,85.6,43,91,47.3,32,7,42,375,138,5,73,13,231,115,167,36,275,44,2,1,19,7,19,11,1,0,0,16,271,87.4,0,0,0,0,16,9,10,4,2,7,50.0,0,14,7,5,7,71.4,5,92,25,27.2,30,41,21,21,5,0,628,39,155,327,185,8,493,4,0,0
1591,Federico Mattiello,1,1,5,14,1,1000000,24,184,0,0,3,0,10.3,0.03,-0.2,8,6,0,22,39,16,0,2,0,0,0,0,16,24,2,17,19,0,1594,0,0,0,0.0,0.1,0.1,0.0,0.1,0.02,0.09,0.11,0.02,0.11,0.68,0.19,1.55,0.19,10,15,40.0,328,426,77.0,5121,1585,183,202,90.6,19,55,34.5,11,10,25,378,48,7,61,14,268,73,85,205,166,10,2,1,14,3,16,12,1,1,0,16,322,88.7,2,0,2,0,33,20,22,8,3,9,39.1,0,23,14,10,16,62.5,11,126,39,31.0,61,47,18,25,9,0,549,42,172,251,172,12,505,4,0,0
1807,Alexander NĂĽbel,0,1,5,12,1,9000000,22,193,0,0,1,1,25.7,0.0,0.0,1,0,0,0,0,3,0,0,0,0,0,0,1,5,0,0,2,3,1227,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0.0,721,1009,71.5,21913,12240,115,115,100.0,273,557,49.0,13,1,0,731,278,71,69,35,481,96,432,197,656,3,112,4,33,4,3,0,3,0,0,0,552,99.8,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,1078,926,1076,3,0,0,805,4,0,0
914,Ezequiel Garay,1,1,3,9,0,4000000,32,188,0,0,2,0,16.0,0.07,-0.5,2,0,0,3,0,4,0,0,0,0,0,0,10,1,0,8,95,1,2237,0,0,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.44,0.19,0.25,0.06,27,17,61.4,759,853,89.0,17202,4497,161,173,93.1,150,209,71.8,39,1,35,832,21,21,70,21,657,68,128,48,747,43,1,2,7,4,3,4,0,1,0,8,710,98.6,0,0,0,0,12,7,7,4,1,7,70.0,0,10,3,0,0,0.0,0,63,18,28.6,46,14,3,26,18,0,997,175,590,453,36,12,976,4,0,0
2205,Mamadou Sakho,1,3,3,14,0,9000000,29,187,0,0,1,1,10.3,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,3,2,0,7,53,1,868,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.1,0.0,20,17,54.1,451,516,87.4,9276,3462,141,155,91.0,75,97,77.3,24,1,26,498,18,17,70,10,390,49,77,384,94,21,4,1,3,3,5,1,0,0,0,10,378,97.4,0,0,0,0,12,7,10,1,1,0,0.0,0,5,5,5,6,83.3,5,53,15,28.3,34,19,0,15,5,0,608,93,354,283,11,3,591,4,0,0
618,Scott Dann,1,1,3,14,1,2000000,32,194,0,0,0,0,14.1,0.05,-0.4,5,0,0,2,1,7,1,0,0,0,0,0,5,0,0,11,80,0,982,0,0,0,0.0,0.07,0.07,0.0,0.07,0.03,0.03,0.06,0.03,0.06,0.57,0.14,0.5,0.07,36,32,52.9,461,555,83.1,9842,4107,139,160,86.9,82,121,67.8,24,0,28,526,29,28,70,14,352,87,116,65,416,51,3,0,5,7,9,6,0,1,0,11,378,96.7,0,0,0,0,12,5,10,2,0,7,50.0,0,14,7,5,6,83.3,5,41,16,39.0,29,12,0,17,6,0,683,120,430,269,25,21,655,4,0,0
2138,Guido RodrĂ­guez,3,1,3,15,0,8000000,25,185,0,0,5,0,10.4,0.08,0.0,2,1,0,2,0,9,0,0,1,0,0,0,16,20,2,6,25,0,636,0,0,0,0.1,0.0,0.1,0.1,0.1,0.09,0.0,0.09,0.09,0.09,1.15,0.29,0.87,0.1,19,12,61.3,443,515,86.0,8802,2061,192,222,86.5,78,96,81.3,38,5,33,495,20,20,87,21,346,78,91,37,434,31,1,0,4,6,9,7,0,1,0,7,416,97.0,0,0,0,0,30,21,13,14,3,12,40.0,0,30,18,12,15,80.0,12,182,57,31.3,72,90,20,11,4,0,626,32,169,399,79,8,608,4,0,0
1867,Ambroise Oyongo,1,3,1,8,0,2000000,28,176,0,0,3,0,20.2,0.03,-0.3,12,9,1,45,188,27,2,1,1,0,0,0,14,22,2,7,47,0,1946,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.02,0.06,0.49,0.05,1.33,0.1,22,24,47.8,672,897,74.9,12302,5237,319,365,87.4,82,158,51.9,49,16,73,698,199,11,122,17,435,189,273,586,78,26,4,1,12,18,51,20,2,2,0,38,611,85.6,0,0,0,0,20,8,13,6,1,8,42.1,0,19,11,23,50,46.0,26,280,71,25.4,123,114,43,38,0,0,1095,50,285,523,354,21,899,4,0,0
674,Mouctar Diakhaby,1,1,3,9,0,17000000,22,192,0,0,5,0,16.0,0.04,0.0,1,1,0,1,3,6,0,0,0,0,0,0,17,14,2,4,101,1,2262,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.06,0.06,0.37,0.0,35,20,63.6,726,804,90.3,15579,4483,209,226,92.5,113,147,76.9,34,1,32,778,26,23,77,15,663,47,94,86,664,34,5,4,11,9,4,5,1,0,0,9,648,97.7,0,0,0,0,14,10,10,3,1,3,30.0,0,10,7,8,8,100.0,8,124,39,31.5,77,42,5,23,14,0,956,159,565,436,20,4,930,4,0,0
1269,Luca Kilian,1,1,5,18,1,1000000,19,192,0,0,1,0,14.0,0.06,-0.1,1,0,0,0,3,5,0,0,0,0,0,0,6,5,1,8,82,0,1587,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.07,0.0,0.36,0.14,26,31,45.6,633,698,90.7,14282,3263,130,142,91.5,132,164,80.5,27,1,19,668,30,26,60,12,574,48,76,86,577,23,0,1,5,9,6,5,0,2,0,22,559,97.4,0,0,0,0,38,25,32,6,0,25,54.3,0,46,21,2,4,50.0,2,170,61,35.9,121,39,10,35,13,0,866,150,610,284,20,8,837,4,0,0
1576,Adam MaruĹˇiÄ‡,1,1,5,4,0,5500000,26,185,0,0,3,0,10.5,0.14,0.4,8,5,0,16,70,16,2,1,1,0,0,0,8,11,0,8,12,0,825,0,0,0,0.19,0.1,0.29,0.19,0.29,0.15,0.05,0.2,0.15,0.2,1.05,0.57,1.53,0.38,12,14,46.2,338,398,84.9,5881,1562,165,184,89.7,34,43,79.1,5,8,7,324,74,4,42,7,242,98,58,33,261,26,1,0,2,7,14,11,1,3,0,19,296,88.4,0,0,0,0,15,8,9,5,1,6,37.5,1,16,10,9,18,50.0,12,145,41,28.3,53,60,32,21,2,0,497,29,155,175,189,30,425,4,0,0
2564,Borja Valero,3,1,5,2,0,1000000,34,175,0,0,4,0,10.3,0.14,0.5,10,2,2,3,3,28,3,0,0,0,0,0,12,14,1,5,10,0,1571,0,0,0,0.19,0.0,0.19,0.19,0.19,0.15,0.12,0.27,0.15,0.27,1.06,0.19,2.71,0.19,5,11,31.3,479,538,89.0,8591,1904,218,234,93.2,56,65,86.2,44,13,51,522,16,13,85,13,425,68,45,66,453,7,5,3,5,3,15,25,0,1,0,15,464,87.4,0,0,0,0,15,9,7,5,3,4,18.2,1,22,18,12,14,85.7,12,192,42,21.9,50,90,52,18,3,0,622,19,127,362,182,20,610,4,0,0
274,Sander Berge,3,1,3,9,0,20000000,21,195,0,0,0,0,10.5,0.09,0.5,2,2,0,16,3,7,1,0,0,0,0,0,18,5,1,3,16,0,925,0,0,0,0.1,0.1,0.19,0.1,0.19,0.04,0.04,0.09,0.04,0.09,0.48,0.19,0.67,0.19,30,16,65.2,298,386,77.2,5251,1145,137,164,83.5,35,53,66.0,30,9,29,377,9,6,106,9,262,68,56,36,302,19,2,0,12,4,14,6,0,1,0,27,309,86.3,0,0,0,0,26,17,5,15,6,6,40.0,1,15,9,14,17,82.4,15,249,64,25.7,54,131,64,28,1,0,497,24,89,225,210,21,488,4,0,0
140,Ludwig Augustinsson,1,3,5,16,0,9000000,25,181,0,0,2,0,10.3,0.04,-0.2,16,6,0,35,95,20,0,0,1,0,0,0,18,12,1,8,35,0,1147,0,0,0,0.0,0.1,0.1,0.0,0.1,0.02,0.11,0.13,0.02,0.13,0.49,0.0,1.95,0.1,21,15,58.3,387,534,72.5,6753,2939,203,230,88.3,41,101,40.6,15,10,47,407,127,16,118,19,234,151,149,367,31,29,2,1,8,6,26,15,4,1,0,18,353,88.3,16,8,6,1,30,18,17,11,2,13,40.6,0,32,19,6,9,66.7,7,164,56,34.1,77,57,30,23,5,0,665,32,188,280,242,16,539,4,0,0
1936,Victor Perea,1,1,3,20,1,2300000,19,169,0,0,2,0,14.1,0.02,-0.1,12,13,1,42,150,26,0,0,3,0,0,0,20,22,0,17,25,0,1764,1,0,1,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.05,0.01,0.05,0.35,0.07,1.84,0.0,9,22,29.0,507,696,72.8,9338,3227,219,255,85.9,64,125,51.2,20,22,41,537,159,7,120,15,323,212,161,84,429,26,2,0,32,20,38,17,4,0,0,32,446,85.9,2,0,0,1,18,9,8,9,1,8,44.4,0,18,10,4,10,40.0,5,182,43,23.6,71,89,22,32,0,0,828,36,226,395,257,12,674,4,0,0
1409,Karlo Letica,0,1,5,20,0,1000000,22,201,0,0,1,0,10.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,348,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,202,319,63.3,6415,4473,43,43,100.0,83,199,41.7,0,0,0,189,130,37,25,7,138,14,167,28,223,0,53,2,21,2,0,0,0,0,0,0,112,99.1,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2,1,1,100.0,1,1,0,0.0,1,0,0,0,0,0,341,316,340,1,0,0,212,4,0,0
1486,Andreas Luthe,0,1,5,15,1,40000,32,195,0,0,0,0,10.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,536,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,0,0.0,294,419,70.2,9153,4738,33,34,97.1,113,235,48.1,2,0,0,302,117,26,25,8,211,26,182,39,305,0,51,1,16,0,3,1,0,0,0,0,204,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,445,413,445,0,0,0,329,4,0,0
57,RĂşnar Alex RĂşnarsson,0,1,1,16,0,1000000,24,186,0,0,0,0,10.0,0.0,0.0,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,1,279,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.3,0.0,0,0,0.0,237,327,72.5,7492,4994,34,35,97.1,95,182,52.2,1,0,0,222,105,24,45,9,154,27,146,23,238,0,54,2,14,2,0,1,2,0,0,0,145,99.3,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2,1,1,100.0,1,2,0,0.0,2,0,0,0,0,0,351,310,351,0,0,0,246,4,0,0
2330,Daley Sinkgraven,1,3,5,5,0,4000000,24,179,0,0,1,0,10.1,0.0,0.0,9,2,5,12,75,16,1,0,0,0,0,0,12,5,0,7,24,0,1414,0,0,0,0.0,0.1,0.1,0.0,0.1,0.0,0.07,0.07,0.0,0.07,0.0,0.0,1.58,0.1,7,12,36.8,626,738,84.8,12060,3680,235,257,91.4,78,119,65.5,40,6,39,652,86,9,118,11,529,115,94,542,96,18,2,4,13,15,10,14,1,1,0,12,564,95.9,2,0,2,0,24,16,12,9,3,9,36.0,0,25,16,10,17,58.8,10,135,51,37.8,57,53,25,15,3,0,828,35,234,512,126,6,743,4,0,0
1532,Javier Manquillo,1,1,3,13,0,4000000,25,178,0,0,5,0,17.8,0.05,-0.1,6,4,0,34,126,14,0,0,1,0,1,0,19,11,1,13,60,0,1352,0,0,1,0.0,0.06,0.06,0.0,0.06,0.0,0.02,0.02,0.0,0.02,0.06,0.0,0.79,0.17,18,22,45.0,452,632,71.5,7517,2822,229,271,84.5,34,84,40.5,27,5,27,502,130,4,104,13,313,126,193,49,405,39,2,2,15,9,24,12,1,1,1,30,401,87.6,0,0,0,0,47,32,32,11,4,24,60.0,0,40,16,13,20,65.0,14,220,71,32.3,120,77,23,35,5,0,815,77,319,324,212,14,685,4,0,0
466,Koen Casteels,0,3,5,7,0,10000000,27,197,0,0,1,0,26.0,0.0,0.0,1,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,0,1397,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0,0,0.0,720,985,73.1,24473,14946,95,95,100.0,330,592,55.7,16,0,0,750,235,57,56,30,466,67,452,649,160,0,123,8,20,2,2,4,0,0,0,0,525,99.2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,100.0,1,3,1,33.3,3,0,0,0,0,0,1037,841,1031,8,0,0,805,4,0,0
937,JĂ©rĂ©my GĂ©lin,1,1,1,3,1,4000000,22,183,0,0,1,0,10.3,0.11,-0.3,2,0,2,1,0,4,0,0,0,0,0,0,7,9,0,12,43,1,784,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.29,0.0,0.39,0.1,18,18,50.0,472,533,88.6,11520,3733,100,114,87.7,120,148,81.1,35,1,30,517,16,15,70,24,391,39,103,31,470,20,2,0,6,6,6,4,0,1,0,16,432,98.6,0,0,0,0,13,6,8,4,1,5,35.7,0,14,9,1,1,100.0,1,87,35,40.2,55,25,7,24,8,0,632,93,343,302,20,6,616,4,0,0
252,Walter BenĂ­tez,0,1,1,5,0,8000000,26,191,0,0,0,0,26.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,813,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0,0,0.0,654,785,83.3,15649,8979,186,187,99.5,161,286,56.3,1,0,1,541,244,32,81,16,535,50,200,76,549,1,135,0,12,4,2,2,0,0,0,0,354,99.2,0,0,0,0,0,0,0,0,0,0,0.0,0,2,2,0,0,0.0,0,4,1,25.0,4,0,0,0,0,0,842,775,841,5,0,0,600,4,0,0
1445,Anthony Lopes,0,3,1,7,0,17000000,28,184,0,0,1,0,26.0,0.0,0.0,1,0,1,0,1,2,0,0,0,0,0,0,0,6,0,0,0,0,921,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.08,0.0,0,0,0.0,676,818,82.6,18769,10762,114,114,100.0,226,367,61.6,3,1,1,584,234,47,82,18,490,63,265,474,172,2,142,0,15,3,0,2,0,0,0,0,385,99.7,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0.0,0,7,2,28.6,7,0,0,0,0,0,867,780,857,12,0,0,638,4,0,0
1639,Chris Mepham,1,1,3,18,0,8000000,21,191,0,0,1,0,10.1,0.11,0.3,1,0,0,0,0,3,0,0,0,0,0,0,11,5,1,12,75,1,1230,0,0,0,0.1,0.0,0.1,0.1,0.1,0.07,0.01,0.07,0.07,0.07,0.59,0.1,0.3,0.0,36,21,63.2,414,483,85.7,8780,2805,114,127,89.8,66,93,71.0,16,0,23,475,8,8,86,13,363,37,83,55,377,29,4,1,12,4,4,3,0,0,0,8,375,97.9,0,0,0,0,23,14,14,9,0,9,56.3,0,16,7,2,4,50.0,3,132,49,37.1,83,42,7,20,12,0,626,127,384,257,24,11,618,4,0,0
277,Etrit Berisha,0,3,5,20,0,2000000,30,194,0,0,2,0,26.0,0.0,0.0,1,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,1,0,1188,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0,1,0.0,623,884,70.5,20111,13780,125,125,100.0,278,532,52.3,6,0,0,569,315,81,86,11,370,64,450,555,169,2,137,4,18,4,2,3,1,0,0,0,359,99.2,0,0,0,0,1,0,1,0,0,1,25.0,0,4,3,1,1,100.0,1,8,1,12.5,8,0,0,0,0,0,964,850,962,5,0,0,657,4,0,0
1675,Stefan MitroviÄ‡,1,5,1,10,0,2500000,29,189,0,0,4,0,22.8,0.05,0.8,2,0,0,0,1,8,0,2,0,0,0,0,18,10,0,10,126,3,2430,0,0,1,0.04,0.04,0.09,0.04,0.09,0.01,0.02,0.03,0.01,0.03,0.18,0.09,0.35,0.04,53,31,63.1,852,940,90.6,19689,5241,193,209,92.3,184,230,80.0,23,1,29,911,29,28,111,38,745,71,124,372,504,38,4,0,15,7,4,6,0,1,0,23,740,98.3,0,0,0,0,20,15,13,7,0,6,33.3,0,18,12,0,0,0.0,0,168,61,36.3,121,44,3,34,11,0,1132,177,714,486,22,18,1107,4,0,0
1889,Andrea Papetti,1,1,5,19,1,50000,17,186,0,0,5,0,10.2,0.04,0.9,1,0,0,0,2,2,0,0,0,0,0,0,14,13,0,12,49,1,1255,0,0,1,0.1,0.0,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,0.2,0.1,0.2,0.0,11,16,40.7,273,322,84.8,6051,1756,76,83,91.6,51,76,67.1,8,1,13,302,20,18,24,10,241,21,60,33,259,18,4,1,7,4,3,2,0,0,0,11,218,98.2,0,0,0,0,15,11,12,3,0,3,18.8,0,16,13,11,13,84.6,12,151,47,31.1,93,54,4,22,11,0,427,99,309,148,13,3,409,4,0,0
1084,Lucas HernĂˇndez,1,3,5,1,0,56000000,23,182,0,0,3,0,10.2,0.19,-0.6,4,0,0,7,42,8,0,0,0,0,0,0,14,22,0,10,36,0,1817,0,0,1,0.0,0.1,0.1,0.0,0.1,0.06,0.11,0.16,0.06,0.16,0.29,0.1,0.78,0.2,21,6,77.8,723,819,88.3,14073,4462,258,273,94.5,97,134,72.4,45,3,53,758,61,19,77,11,648,72,99,706,34,25,3,2,8,6,13,6,1,1,0,18,685,97.4,0,0,0,0,20,9,13,4,3,12,60.0,0,20,8,10,11,90.9,10,125,45,36.0,69,41,15,20,2,0,925,52,345,538,108,13,871,4,0,0
396,Ludovic Butelle,0,3,1,11,1,25000,36,188,0,0,0,0,26.0,0.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,3,2,1176,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0,0,0.0,449,696,64.5,15322,10272,57,58,98.3,219,461,47.5,8,1,0,414,282,79,46,11,265,49,382,322,206,2,115,1,15,1,0,1,1,0,0,1,214,97.7,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0.0,0,9,2,22.2,8,0,1,1,0,0,739,624,737,6,0,0,461,4,0,0
1038,Angus Gunn,0,1,3,11,1,6000000,23,196,0,0,0,0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,368,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,111,256,43.4,4106,2945,21,21,100.0,55,200,27.5,6,1,0,144,112,33,19,9,58,11,187,8,202,0,24,0,10,2,0,0,0,0,0,0,81,97.6,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0.0,0,3,1,33.3,3,0,0,0,0,0,278,235,277,1,0,0,167,4,0,0
2172,RubĂ©n,0,1,3,10,1,500,35,187,0,0,0,0,17.6,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,957,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0,0,0.0,269,525,51.2,11889,9004,20,20,100.0,189,444,42.6,12,0,0,320,205,62,53,17,89,40,396,21,383,2,60,4,20,1,1,0,2,0,0,0,197,99.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,2,100.0,2,1,1,100.0,1,0,0,0,0,0,560,484,558,3,0,0,356,4,0,0
